maceta	clon	tratamiento	valor	fecha	hora	pesoi	pesof	sum.riego
4	gt	c	NA	1/2/2020	7:30	18.34	18.534	0.5
4	gt	c	i	2/2/2020	NA	18.442	18.442	0.5
4	gt	c	NA	3/2/2020	8:00	18.35	18.532	0.5
4	gt	c	i	4/2/2020	NA	18.332	18.332	0.5
4	gt	c	NA	5/2/2020	8:00	18.133	18.534	0.5
4	gt	c	i	6/2/2020	NA	18.299	18.299	0.5
4	gt	c	NA	7/2/2020	NA	18.064	18.537	0.5
4	gt	c	i	8/2/2020	NA	18.392	18.392	0.5
4	gt	c	i	9/2/2020	NA	18.247	18.247	0.5
4	gt	c	NA	10/2/2020	NA	18.1	18.531	0.5
4	gt	c	i	11/2/2020	NA	18.903	18.903	0.5
4	gt	c	NA	12/2/2020	NA	18.375	18.533	0.5
4	gt	c	i	13/2/2020	NA	18.393	18.393	0.5
4	gt	c	i	14/2/2020	NA	18.253	18.253	1.017
4	gt	c	NA	15/2/2020	NA	18.63	18.63	0.5
4	gt	c	i	16/2/2020	NA	18.881	18.881	0.5
4	gt	c	NA	17/2/2020	NA	18.232	18.527	0.5
4	gt	c	i	18/2/2020	NA	18.351	18.351	0.5
4	gt	c	NA	19/2/2020	NA	18.175	18.535	0.5
4	gt	c	i	20/2/2020	NA	18.381	18.381	0.5
4	gt	c	NA	21/2/2020	NA	18.227	18.528	0.5
4	gt	c	i	22/2/2020	NA	18.479	18.479	0.5
4	gt	c	NA	23/2/2020	NA	18.43	18.528	0.5
4	gt	c	i	24/2/2020	NA	18.502	18.502	0.5
4	gt	c	NA	25/2/2020	NA	18.476	18.529	0.5
4	gt	c	i	26/2/2020	NA	18.269	18.269	0.5
4	gt	c	NA	27/2/2020	NA	18.009	18.538	0.5
4	gt	c	i	28/2/2020	NA	18.582	18.582	0.5
4	gt	c	NA	29/2/2020	NA	18.626	18.626	0.5
4	gt	c	i	1/3/2020	NA	18.4385	18.4385	0.5
4	gt	c	NA	2/3/2020	NA	18.251	18.53	0.5
4	gt	c	i	3/3/2020	NA	18.322	18.322	0.5
4	gt	c	NA	4/3/2020	NA	18.113	18.534	0.5
4	gt	c	i	5/3/2020	NA	18.158	18.158	0.5
4	gt	c	NA	6/3/2020	NA	17.782	18.53	0.5
4	gt	c	i	7/3/2020	NA	18.285	18.285	0.5
4	gt	c	NA	8/3/2020	NA	18.04	18.533	0.5
4	gt	c	i	9/3/2020	NA	18.108	18.108	0.5
4	gt	c	NA	10/3/2020	NA	17.682	18.531	0.5
4	gt	c	i	11/3/2020	NA	18.825	18.825	0.5
4	gt	c	NA	12/3/2020	NA	19.119	19.119	0
4	gt	c	i	13/3/2020	NA	NA	NA	0
4	gt	c	i	14/3/2020	NA	NA	NA	0
4	gt	c	i	15/3/2020	NA	NA	NA	0
4	gt	c	NA	16/3/2020	NA	19.157	19.157	0
4	gt	c	NA	17/3/2020	NA	18.503	19.032	0
4	gt	c	NA	18/3/2020	NA	18.869	19.032	0
4	gt	c	i	19/3/2020	NA	18.6575	18.6575	0
4	gt	c	NA	20/3/2020	NA	18.67	18.67	0
4	gt	c	NA	21/3/2020	NA	18.283	19.032	0
4	gt	c	NA	22/3/2020	NA	18.7	19.029	0
5	gc	d	NA	8/11/2019	NA	20.782	20.782	0
5	gc	d	NA	11/11/2019	NA	19.985	19.985	0
5	gc	d	NA	13/11/2019	NA	19.517	19.517	0
5	gc	d	NA	19/11/2019	NA	18.218	18.218	0
5	gc	d	NA	21/11/2019	8:50	17.954	17.954	0
5	gc	d	NA	22/11/2019	10:06	17.828	17.828	0
5	gc	d	NA	25/11/2019	10:13	17.786	17.786	0
5	gc	d	NA	26/11/2019	9:06	17.761	17.761	0
5	gc	d	NA	27/11/2019	11:30	17.72	17.72	0
5	gc	d	NA	28/11/2019	8:50	17.663	17.663	0
5	gc	d	NA	29/11/2019	8:50	17.595	17.595	0
5	gc	d	NA	30/11/2019	8:50	17.554	17.554	0
5	gc	d	i	1/12/2019	NA	17.497	17.497	0
5	gc	d	NA	2/12/2019	8:50	17.44	17.545	0
5	gc	d	NA	3/12/2019	9:10	17.489	17.534	0
5	gc	d	NA	4/12/2019	8:30	17.483	17.532	0
5	gc	d	NA	5/12/2019	8:50	17.469	17.55	0
5	gc	d	NA	6/12/2019	8:10	17.49	17.53	0
5	gc	d	NA	7/12/2019	8:05	17.455	17.53	0
5	gc	d	i	8/12/2019	NA	17.4675	17.4675	0
5	gc	d	NA	9/12/2019	8:00	17.405	17.532	0
5	gc	d	NA	10/12/2019	8:50	17.437	17.532	0
5	gc	d	NA	11/12/2019	8:50	17.394	17.531	0
5	gc	d	NA	12/12/2019	NA	17.405	17.532	0
5	gc	d	NA	13/12/2019	8:00	17.405	17.532	0
5	gc	d	i	14/12/2019	NA	17.486	17.486	0
5	gc	d	i	15/12/2019	NA	17.44	17.44	0
5	gc	d	NA	16/12/2019	8:20	17.394	17.53	0
5	gc	d	NA	17/12/2019	8:00	17.43	17.886	0
5	gc	d	NA	18/12/2019	8:00	17.592	17.592	0
5	gc	d	NA	19/12/2019	8:00	17.446	NA	0
5	gc	d	NA	20/12/2019	8:00	17.418	17.521	0
5	gc	d	i	21/12/2019	NA	17.474	17.474	0
5	gc	d	i	22/12/2019	NA	17.427	17.427	0
5	gc	d	NA	23/12/2019	7:00	17.378	17.53	0
5	gc	d	NA	24/12/2019	9:00	17.434	17.529	0
5	gc	d	i	25/12/2019	NA	17.422	17.422	0
5	gc	d	NA	26/12/2019	9:00	17.315	17.531	0
5	gc	d	i	27/12/2019	NA	17.4515	17.4515	0
5	gc	d	NA	28/12/2019	9:00	17.372	17.538	0
5	gc	d	i	29/12/2019	NA	17.427	17.427	0
5	gc	d	NA	30/12/2019	10:00	17.316	17.526	0
5	gc	d	NA	31/12/2019	9:00	17.453	17.546	0
5	gc	d	i	1/1/2020	NA	17.468	17.468	0
5	gc	d	NA	2/1/2020	8:00	17.39	17.533	0
5	gc	d	i	3/1/2020	NA	17.43	17.43	0
5	gc	d	NA	4/1/2020	9:00	17.327	17.533	0
5	gc	d	i	5/1/2020	NA	17.439	17.439	0
5	gc	d	NA	6/1/2020	7:00	17.345	17.538	0
5	gc	d	i	7/1/2020	NA	17.4135	17.4135	0
5	gc	d	NA	8/1/2020	8:15	17.289	17.542	0
5	gc	d	i	9/1/2020	NA	17.4365	17.4365	0
5	gc	d	NA	10/1/2020	8:00	17.331	17.533	0
5	gc	d	i	11/1/2020	NA	17.415	17.415	0
5	gc	d	NA	12/1/2020	9:00	17.297	17.531	0
5	gc	d	i	13/1/2020	NA	17.4025	17.4025	0
5	gc	d	NA	14/1/2020	10:00	17.274	17.534	0
5	gc	d	i	15/1/2020	NA	17.4695	17.4695	0
5	gc	d	NA	16/1/2020	8:20	17.405	17.535	0
5	gc	d	i	17/1/2020	NA	17.42	17.42	0
5	gc	d	NA	18/1/2020	7:20	17.305	17.531	0
5	gc	d	i	19/1/2020	NA	17.427	17.427	0
5	gc	d	NA	20/1/2020	7:45	17.323	17.531	0
5	gc	d	i	21/1/2020	NA	17.419	17.419	0
5	gc	d	NA	22/1/2020	8:00	17.307	17.534	0
5	gc	d	i	23/1/2020	NA	17.4175	17.4175	0
5	gc	d	NA	24/1/2020	7:40	17.301	17.528	0
5	gc	d	i	25/1/2020	NA	17.417	17.417	0
5	gc	d	NA	26/1/2020	8:00	17.306	17.531	0
5	gc	d	i	27/1/2020	NA	17.42	17.42	0
5	gc	d	NA	28/1/2020	8:00	17.309	17.534	0
5	gc	d	i	29/1/2020	NA	17.447	17.447	0
5	gc	d	NA	30/1/2020	8:00	17.36	17.529	0
5	gc	d	i	31/1/2020	NA	17.4195	17.4195	0
5	gc	d	NA	1/2/2020	7:30	17.31	17.531	0
5	gc	d	NA	2/2/2020	NA	17.4225	17.4225	0
5	gc	d	NA	3/2/2020	8:00	17.314	17.529	0
5	gc	d	NA	4/2/2020	NA	17.411	17.411	0
5	gc	d	NA	5/2/2020	8:00	17.293	17.528	0
5	gc	d	i	6/2/2020	NA	17.414	17.414	0
5	gc	d	NA	7/2/2020	NA	17.300	17.529	0
5	gc	d	i	8/2/2020	NA	17.443	17.443	0
5	gc	d	i	9/2/2020	NA	17.357	17.357	0
5	gc	d	NA	10/2/2020	NA	17.27	17.529	0
5	gc	d	i	11/2/2020	NA	17.4445	17.4445	0
5	gc	d	NA	12/2/2020	NA	17.36	17.533	0
5	gc	d	i	13/2/2020	NA	17.404	17.404	0
5	gc	d	i	14/2/2020	NA	17.275	17.275	0.542
5	gc	d	NA	15/2/2020	NA	17.688	17.688	0
5	gc	d	i	16/2/2020	NA	17.5465	17.5465	0
5	gc	d	NA	17/2/2020	NA	17.405	17.537	0
5	gc	d	i	18/2/2020	NA	17.4375	17.4375	0
5	gc	d	NA	19/2/2020	NA	17.338	17.532	0
5	gc	d	i	20/2/2020	NA	17.431	17.431	0
5	gc	d	NA	21/2/2020	NA	17.33	17.536	0
5	gc	d	i	22/2/2020	NA	17.44	17.44	0
5	gc	d	NA	23/2/2020	NA	17.344	17.534	0
5	gc	d	i	24/2/2020	NA	17.437	17.437	0
5	gc	d	NA	25/2/2020	NA	17.34	17.53	0
5	gc	d	i	26/2/2020	NA	17.427	17.427	0
5	gc	d	NA	27/2/2020	NA	17.324	17.534	0
5	gc	d	i	28/2/2020	NA	17.443	17.443	0
5	gc	d	NA	29/2/2020	NA	17.352	17.532	0
5	gc	d	i	1/3/2020	NA	17.416	17.416	0
5	gc	d	NA	2/3/2020	NA	17.3	17.53	0
5	gc	d	i	3/3/2020	NA	17.415	17.415	0
5	gc	d	NA	4/3/2020	NA	17.3	17.529	0
5	gc	d	i	5/3/2020	NA	17.4145	17.4145	0
5	gc	d	NA	6/3/2020	NA	17.3	17.532	0
5	gc	d	i	7/3/2020	NA	17.426	17.426	0
5	gc	d	NA	8/3/2020	NA	17.32	17.527	0
5	gc	d	i	9/3/2020	NA	17.419	17.419	0
5	gc	d	NA	10/3/2020	NA	17.311	17.528	0
5	gc	d	i	11/3/2020	NA	17.459	17.459	0
5	gc	d	NA	12/3/2020	NA	17.39	17.534	0
5	gc	d	i	13/3/2020	NA	17.47	17.47	0
5	gc	d	i	14/3/2020	NA	17.406	17.406	0
5	gc	d	i	15/3/2020	NA	17.342	17.342	0
5	gc	d	NA	16/3/2020	NA	17.278	17.533	0
5	gc	d	NA	17/3/2020	NA	17.45	17.45	0
5	gc	d	NA	18/3/2020	NA	17.4	17.531	0
5	gc	d	i	19/3/2020	NA	17.473	17.473	
5	gc	d	NA	20/3/2020	NA	17.415	17.531	0
5	gc	d	NA	21/3/2020	NA	17.438	17.532	0
5	gc	d	NA	22/3/2020	NA	17.404	17.532	0
6	g1	c	NA	8/11/2019	NA	20.441	20.441	0
6	g1	c	NA	11/11/2019	NA	19.821	19.821	0
6	g1	c	NA	13/11/2019	NA	19.555	19.555	0
6	g1	c	NA	19/11/2019	NA	NA	19.43	0
6	g1	c	NA	21/11/2019	8:51	18.892	19.43	0
6	g1	c	NA	22/11/2019	10:06	19.154	19.43	0
6	g1	c	NA	25/11/2019	10:13	18.993	18.993	0
6	g1	c	NA	26/11/2019	9:06	18.92	18.92	0
6	g1	c	NA	27/11/2019	11:30	18.821	19.432	0
6	g1	c	NA	28/11/2019	8:50	19.243	19.433	0
6	g1	c	NA	29/11/2019	8:50	19.018	19.432	0
6	g1	c	NA	30/11/2019	8:50	19.117	19.431	0
6	g1	c	i	1/12/2019	NA	19.111	19.111	0
6	g1	c	NA	2/12/2019	8:50	18.791	19.43	0
6	g1	c	NA	3/12/2019	9:10	19.167	19.167	0
6	g1	c	NA	4/12/2019	8:30	18.959	19.031	0
6	g1	c	NA	5/12/2019	8:50	18.845	19.03	0
6	g1	c	NA	6/12/2019	8:10	18.18	19.03	0
6	g1	c	NA	7/12/2019	8:05	19.349	19.349	0
6	g1	c	i	8/12/2019	NA	19.083	19.083	0
6	g1	c	NA	9/12/2019	8:00	18.817	19.03	0
6	g1	c	NA	10/12/2019	8:50	18.695	19.026	0
6	g1	c	NA	11/12/2019	8:50	18.62	19.03	0
6	g1	c	NA	12/12/2019	NA	18.652	19.028	0
6	g1	c	NA	13/12/2019	8:00	18.681	18.681	0.5
6	g1	c	i	14/12/2019	NA	18.777	18.777	0.5
6	g1	c	i	15/12/2019	NA	18.873	18.873	0.5
6	g1	c	NA	16/12/2019	8:20	18.97	18.97	0.5
6	g1	c	i	17/12/2019	8:00	18.869	18.869	0.5
6	g1	c	NA	18/12/2019	8:00	18.769	19.029	0.5
6	g1	c	i	19/12/2019	8:00	19.149	19.149	0.5
6	g1	c	i	20/12/2019	8:00	19.269	19.269	0.5
6	g1	c	i	21/12/2019	NA	19.389	19.389	0.5
6	g1	c	i	22/12/2019	NA	19.509	19.509	0.5
6	g1	c	NA	23/12/2019	7:00	19.633	19.633	0
6	g1	c	NA	24/12/2019	9:00	19.393	19.393	0
6	g1	c	i	25/12/2019	NA	18.827	18.827	0.5
6	g1	c	NA	26/12/2019	9:00	18.762	19.038	0.5
6	g1	c	i	27/12/2019	NA	19.318	19.318	0.5
6	g1	c	NA	28/12/2019	9:00	19.597	19.597	0
6	g1	c	i	29/12/2019	NA	19.2895	19.2895	0
6	g1	c	NA	30/12/2019	10:00	18.982	19.032	0
6	g1	c	NA	31/12/2019	9:00	18.896	18.896	0
6	g1	c	i	1/1/2020	NA	18.402	18.402	0.5
6	g1	c	NA	2/1/2020	8:00	18.408	18.536	0.5
6	g1	c	i	3/1/2020	NA			0.5
6	g1	c	NA	4/1/2020	9:00	20.014	20.014	0
6	g1	c	i	5/1/2020	NA	19.764	19.764	0
6	g1	c	NA	6/1/2020	7:00	19.514	19.514	0
6	g1	c	i	7/1/2020	NA	19.3375	19.3375	0
6	g1	c	NA	8/1/2020	8:15	19.161	19.161	0
6	g1	c	i	9/1/2020	NA	19.0255	19.0255	0
6	g1	c	NA	10/1/2020	8:00	18.89	18.89	0
6	g1	c	i	11/1/2020	NA	18.7665	18.7665	0
6	g1	c	NA	12/1/2020	9:00	18.643	19.044	0
6	g1	c	i	13/1/2020	NA	18.832	18.832	0
6	g1	c	NA	14/1/2020	10:00	18.62	19.023	0
6	g1	c	i	15/1/2020	NA	18.8915	18.8915	0
6	g1	c	NA	16/1/2020	8:20	18.76	18.76	0.5
6	g1	c	NA	17/1/2020	NA	19.025	19.025	0.5
6	g1	c	NA	18/1/2020	7:20	19.29	19.29	0
6	g1	c	i	19/1/2020	NA	19.1015	19.1015	0
6	g1	c	NA	20/1/2020	7:45	18.913	18.913	0.5
6	g1	c	NA	21/1/2020	NA	19.105	19.105	0.5
6	g1	c	NA	22/1/2020	8:00	19.297	19.297	0
6	g1	c	i	23/1/2020	NA	19.1135	19.1135	0
6	g1	c	NA	24/1/2020	7:40	18.93	18.93	0.5
6	g1	c	i	25/1/2020	NA	19.15	19.15	0.5
6	g1	c	NA	26/1/2020	8:00	19.37	19.37	0
6	g1	c	i	27/1/2020	NA	19.214	19.214	0
6	g1	c	NA	28/1/2020	8:00	19.058	19.058	0.5
6	g1	c	NA	29/1/2020	NA	19.352	19.352	0.5
6	g1	c	NA	30/1/2020	8:00	19.646	19.646	0
6	g1	c	i	31/1/2020	NA	19.5005	19.5005	0
6	g1	c	NA	1/2/2020	7:30	19.355	19.355	0
6	g1	c	i	2/2/2020	NA	19.222	19.222	0
6	g1	c	NA	3/2/2020	8:00	19.089	19.089	0
6	g1	c	i	4/2/2020	NA	18.945	18.945	0
6	g1	c	NA	5/2/2020	8:00	18.801	18.801	0.5
6	g1	c	i	6/2/2020	NA	19.083	19.083	0.5
6	g1	c	NA	7/2/2020	NA	19.366	19.366	0
6	g1	c	i	8/2/2020	NA	19.271	19.271	0
6	g1	c	i	9/2/2020	NA	19.176	19.176	0
6	g1	c	NA	10/2/2020	NA	19.08	19.08	0
6	g1	c	i	11/2/2020	NA	19.004	19.004	0
6	g1	c	NA	12/2/2020	NA	18.928	18.928	0.5
6	g1	c	i	13/2/2020	NA	19.275	19.275	0.5
6	g1	c	i	14/2/2020	NA	19.622	19.622	0
6	g1	c	NA	15/2/2020	NA	19.468	19.468	0
6	g1	c	i	16/2/2020	NA	19.334	19.334	0
6	g1	c	NA	17/2/2020	NA	19.2	19.2	0
6	g1	c	i	18/2/2020	NA	19.082	19.082	0
6	g1	c	NA	19/2/2020	NA	18.964	18.964	0.5
6	g1	c	i	20/2/2020	NA	19.278	19.278	0.5
6	g1	c	NA	21/2/2020	NA	19.591	19.591	0
6	g1	c	i	22/2/2020	NA	19.483	19.483	0
6	g1	c	NA	23/2/2020	NA	19.375	19.375	0
6	g1	c	i	24/2/2020	NA	19.279	19.279	0
6	g1	c	NA	25/2/2020	NA	19.183	19.183	0
6	g1	c	i	26/2/2020	NA	19.001	19.001	0
6	g1	c	NA	27/2/2020	NA	18.819	18.819	0.5
6	g1	c	i	28/2/2020	NA	19.078	19.078	0.5
6	g1	c	NA	29/2/2020	NA	19.338	19.338	0
6	g1	c	i	1/3/2020	NA	19.0805	19.0805	0
6	g1	c	NA	2/3/2020	NA	18.823	18.823	0.5
6	g1	c	i	3/3/2020	NA	18.963	18.963	0.5
6	g1	c	NA	4/3/2020	NA	19.104	19.104	0
6	g1	c	i	5/3/2020	NA	18.8125	18.8125	0
6	g1	c	NA	6/3/2020	NA	18.521	18.536	0.5
6	g1	c	i	7/3/2020	NA	18.523	18.523	0.5
6	g1	c	NA	8/3/2020	NA	18.51	18.51	0.5
6	g1	c	i	9/3/2020	NA	18.344	18.344	0.5
6	g1	c	NA	10/3/2020	NA	18.177	18.545	0.5
6	g1	c	i	11/3/2020	NA	18.837	18.837	0.5
6	g1	c	NA	12/3/2020	NA	19.13	19.13	0
6	g1	c	i	13/3/2020	NA	NA	NA	0
6	g1	c	i	14/3/2020	NA	56	56	0
6	g1	c	i	15/3/2020	NA	56	56	0
6	g1	c	NA	16/3/2020	NA	19.257	19.257	0
6	g1	c	NA	17/3/2020	NA	18.724	19.035	0
6	g1	c	NA	18/3/2020	NA	18.869	19.031	0
6	g1	c	i	19/3/2020	NA	18.843	18.843	0
6	g1	c	NA	20/3/2020	NA	18.655	18.655	0
6	g1	c	NA	21/3/2020	NA	18.377	19.03	0
6	g1	c	NA	22/3/2020	NA	18.758	19.025	0
7	g2	c	NA	8/11/2019	NA	20.144	20.144	0
7	g2	c	NA	11/11/2019	NA	19.589	19.589	0
7	g2	c	NA	13/11/2019	NA	19.176	19.43	0
7	g2	c	NA	19/11/2019	NA	18.555	19.43	0
7	g2	c	NA	21/11/2019	8:51	18.746	19.43	0
7	g2	c	NA	22/11/2019	10:07	19.14	19.43	0
7	g2	c	NA	25/11/2019	10:13	18.716	18.716	0
7	g2	c	NA	26/11/2019	9:07	18.609	18.609	0
7	g2	c	NA	27/11/2019	11:30	18.451	19.427	0
7	g2	c	NA	28/11/2019	8:50	19.133	19.433	0
7	g2	c	NA	29/11/2019	8:50	18.874	19.43	0
7	g2	c	NA	30/11/2019	8:50	18.97	19.43	0
7	g2	c	i	1/12/2019	NA	18.977	18.977	0
7	g2	c	NA	2/12/2019	8:50	18.525	19.43	0
7	g2	c	NA	3/12/2019	9:10	18.973	19.032	0
7	g2	c	NA	4/12/2019	8:30	18.663	19.03	0
7	g2	c	NA	5/12/2019	8:50	18.691	19.031	0
7	g2	c	NA	6/12/2019	8:10	18.63	19.017	0
7	g2	c	NA	7/12/2019	8:05	18.536	19.03	0
7	g2	c	i	8/12/2019	NA	18.659	18.659	0
7	g2	c	NA	9/12/2019	8:00	18.288	19.03	0
7	g2	c	NA	10/12/2019	8:50	18.48	19.035	0
7	g2	c	NA	11/12/2019	8:50	18.355	19.031	0
7	g2	c	NA	12/12/2019	NA	18.392	19.032	0
7	g2	c	NA	13/12/2019	8:00	18.464	18.464	0.5
7	g2	c	i	14/12/2019	NA	18.535	18.535	0.5
7	g2	c	i	15/12/2019	NA	18.606	18.606	0.5
7	g2	c	NA	16/12/2019	8:20	18.678	18.678	0.5
7	g2	c	i	17/12/2019	8:00	18.641	18.641	0.5
7	g2	c	NA	18/12/2019	8:00	18.608	19.03	0.5
7	g2	c	NA	19/12/2019	8:00	19.12	19.12	0.5
7	g2	c	i	20/12/2019	NA	18.924	18.924	0.5
7	g2	c	i	21/12/2019	NA	18.728	18.728	0.5
7	g2	c	i	22/12/2019	NA	18.532	18.532	0.5
7	g2	c	NA	23/12/2019	7:00	18.338	18.338	0.5
7	g2	c	NA	24/12/2019	9:00	18.659	19.028	0
7	g2	c	i	25/12/2019	NA	18.526	18.526	0.5
7	g2	c	NA	26/12/2019	9:00	18.524	19.03	0
7	g2	c	i	27/12/2019	NA	18.66	18.66	0.5
7	g2	c	NA	28/12/2019	9:00	18.79	19.029	0
7	g2	c	i	29/12/2019	NA	18.557	18.557	0.5
7	g2	c	NA	30/12/2019	10:00	18.585	19.029	0
7	g2	c	NA	31/12/2019	9:00	19.012	19.012	0
7	g2	c	i	1/1/2020	NA	18.492	18.492	0.5
7	g2	c	NA	2/1/2020	8:00	18.473	18.522	0.5
7	g2	c	i	3/1/2020	NA	18.619	18.619	0.5
7	g2	c	NA	4/1/2020	9:00	18.716	19.03	0
7	g2	c	i	5/1/2020	NA	18.403	18.403	0.5
7	g2	c	NA	6/1/2020	7:00	18.276	18.532	0.5
7	g2	c	i	7/1/2020	NA	18.336	18.336	0.5
7	g2	c	NA	8/1/2020	8:15	18.141	18.531	0.5
7	g2	c	i	9/1/2020	NA	18.378	18.378	0.5
7	g2	c	NA	10/1/2020	8:00	18.225	18.528	0.5
7	g2	c	i	11/1/2020	NA	18.559	18.559	0.5
7	g2	c	NA	12/1/2020	9:00	18.59	19.033	0
7	g2	c	i	13/1/2020	NA	18.528	18.528	0.5
7	g2	c	NA	14/1/2020	10:00	18.523	19.025	0
7	g2	c	i	15/1/2020	NA	18.552	18.552	0.5
7	g2	c	NA	16/1/2020	8:20	18.58	18.58	0.5
7	g2	c	i	17/1/2020	NA	18.34	18.34	0.5
7	g2	c	NA	18/1/2020	7:20	18.1	18.527	0.5
7	g2	c	i	19/1/2020	NA	18.387	18.387	0.5
7	g2	c	NA	20/1/2020	7:45	18.247	18.538	0.5
7	g2	c	i	21/1/2020	NA	18.335	18.335	0.5
7	g2	c	NA	22/1/2020	8:00	18.132	18.535	0.5
7	g2	c	i	23/1/2020	NA	18.327	18.327	0.5
7	g2	c	NA	24/1/2020	7:40	18.12	18.533	0.5
7	g2	c	i	25/1/2020	NA	18.287	18.287	0.5
7	g2	c	NA	26/1/2020	8:00	18.042	18.535	0.5
7	g2	c	i	27/1/2020	NA	18.292	18.292	0.5
7	g2	c	NA	28/1/2020	8:00	18.05	18.532	0.5
7	g2	c	i	29/1/2020	NA	18.374	18.374	0.5
7	g2	c	NA	30/1/2020	8:00	18.216	18.525	0.5
7	g2	c	i	31/1/2020	NA	18.316	18.316	0.5
7	g2	c	NA	1/2/2020	7:30	18.108	18.53	0.5
7	g2	c	i	2/2/2020	NA	18.355	18.355	0.5
7	g2	c	NA	3/2/2020	8:00	18.18	18.529	0.5
7	g2	c	i	4/2/2020	NA	18.309	18.309	0.5
7	g2	c	NA	5/2/2020	8:00	18.09	18.536	0.5
7	g2	c	i	6/2/2020	NA	18.286	18.286	0.5
7	g2	c	NA	7/2/2020	NA	18.036	18.529	0.5
7	g2	c	i	8/2/2020	NA	18.348	18.348	0.5
7	g2	c	i	9/2/2020	NA	18.167	18.167	0.5
7	g2	c	NA	10/2/2020	NA	17.986	18.534	0.5
7	g2	c	i	11/2/2020	NA	18.349	18.349	0.5
7	g2	c	NA	12/2/2020	NA	18.164	18.53	0.5
7	g2	c	i	13/2/2020	NA	18.531	18.531	0.5
7	g2	c	i	14/2/2020	NA	18.532	18.532	0.5
7	g2	c	NA	15/2/2020	NA	18.532	18.532	0.5
7	g2	c	i	16/2/2020	NA	18.316	18.316	0.5
7	g2	c	NA	17/2/2020	NA	18.1	18.529	0.5
7	g2	c	i	18/2/2020	NA	18.312	18.312	0.5
7	g2	c	NA	19/2/2020	NA	18.095	18.535	0.5
7	g2	c	i	20/2/2020	NA	18.328	18.328	0.5
7	g2	c	NA	21/2/2020	NA	18.12	18.53	0.5
7	g2	c	i	22/2/2020	NA	18.352	18.352	0.5
7	g2	c	NA	23/2/2020	NA	18.173	18.533	0.5
7	g2	c	i	24/2/2020	NA	18.358	18.358	0.5
7	g2	c	NA	25/2/2020	NA	18.182	18.528	0.5
7	g2	c	i	26/2/2020	NA	18.25	18.25	0.5
7	g2	c	NA	27/2/2020	NA	17.972	18.53	0.5
7	g2	c	i	28/2/2020	NA	18.335	18.335	0.5
7	g2	c	NA	29/2/2020	NA	18.139	18.524	0.5
7	g2	c	i	1/3/2020	NA	18.412	18.412	0.5
7	g2	c	NA	2/3/2020	NA	18.3	18.527	0.5
7	g2	c	i	3/3/2020	NA	18.349	18.349	0.5
7	g2	c	NA	4/3/2020	NA	18.17	18.532	0.5
7	g2	c	i	5/3/2020	NA	18.267	18.267	0.5
7	g2	c	NA	6/3/2020	NA	18	18.527	0.5
7	g2	c	i	7/3/2020	NA	18.235	18.235	0.5
7	g2	c	NA	8/3/2020	NA	17.942	18.532	0.5
7	g2	c	i	9/3/2020	NA	18.178	18.178	0.5
7	g2	c	NA	10/3/2020	NA	17.823	18.53	0.5
7	g2	c	i	11/3/2020	NA	18.663	18.663	0.5
7	g2	c	NA	12/3/2020	NA	18.796	19.025	0
7	g2	c	i	13/3/2020	NA	18.853	18.853	0
7	g2	c	i	14/3/2020	NA	18.681	18.681	0
7	g2	c	i	15/3/2020	NA	18.509	18.509	0
7	g2	c	NA	16/3/2020	NA	18.335	19.031	0
7	g2	c	NA	17/3/2020	NA	18.335	19.035	0
7	g2	c	NA	18/3/2020	NA	18.636	19.03	0
7	g2	c	i	19/3/2020	NA	18.73	18.73	0
7	g2	c	NA	20/3/2020	NA	18.43	19.026	0
7	g2	c	NA	21/3/2020	NA	18.508	19.026	0
7	g2	c	NA	22/3/2020	NA	18.447	19.031	0
8	gc	d	NA	8/11/2019	NA	20.057	20.057	0
8	gc	d	NA	11/11/2019	NA	19.316	19.316	0
8	gc	d	NA	13/11/2019	NA	18.956	18.956	0
8	gc	d	NA	19/11/2019	NA	17.904	17.904	0
8	gc	d	NA	21/11/2019	8:51	17.679	17.679	0
8	gc	d	NA	22/11/2019	10:07	17.542	17.542	0
8	gc	d	NA	25/11/2019	10:14	17.566	17.566	0
8	gc	d	NA	26/11/2019	9:07	17.541	17.541	0
8	gc	d	NA	27/11/2019	11:30	17.501	17.501	0
8	gc	d	NA	28/11/2019	8:50	17.435	17.435	0
8	gc	d	NA	29/11/2019	8:50	17.366	17.366	0
8	gc	d	NA	30/11/2019	8:50	17.308	17.429	0
8	gc	d	i	1/12/2019	NA	17.345	17.345	0
8	gc	d	NA	2/12/2019	8:50	17.261	17.5	0
8	gc	d	NA	3/12/2019	9:10	17.389	17.53	0
8	gc	d	NA	4/12/2019	8:30	17.436	17.53	0
8	gc	d	NA	5/12/2019	8:50	17.435	17.53	0
8	gc	d	NA	6/12/2019	8:10	17.416	17.53	0
8	gc	d	NA	7/12/2019	8:05	17.368	17.528	0
8	gc	d	NA	8/12/2019	NA	17.4025	17.4025	0
8	gc	d	NA	9/12/2019	8:00	17.277	17.53	0
8	gc	d	NA	10/12/2019	8:50	17.35	17.53	0
8	gc	d	NA	11/12/2019	8:50	17.285	17.534	0
8	gc	d	NA	12/12/2019	NA	17.312	17.529	0
8	gc	d	NA	13/12/2019	8:00	17.347	17.53	0
8	gc	d	i	14/12/2019	NA	17.453	17.453	0
8	gc	d	i	15/12/2019	NA	17.376	17.376	0
8	gc	d	NA	16/12/2019	8:20	17.297	17.53	0
